站名,经度,维度
峻德,130.2992196,47.20291059
新华,130.3117996,47.12382744
黑河,127.5069495,50.23935742
通北,126.767909,47.77389346
杨家,126.7477713,47.84359105
赵光,126.7449888,48.07474995
西岗子,127.3550071,49.90914322
李家,126.7634685,47.94604907
潮水,127.3765321,49.74479546
锦河,127.4207302,50.14302553
龙门河,126.8772968,48.90055962
辰清,127.2555175,49.14155866
孙吴,127.329965,49.43222701
二龙山屯,126.6545832,48.50166737
五大连池,126.6250724,48.63522078
龙镇,126.7240099,48.69210683
襄河,126.862084,48.80822053
宝东,132.8074565,45.74931636
卫星,132.4995662,45.7292685
虎林,132.9837794,45.77063132
凯北,132.4225454,45.72973061
杨岗,132.2951884,45.72303995
迎春,132.9530273,46.04312216
东海,131.3330924,45.29679462
鸡东,131.1584009,45.25831721
永安乡,131.4842676,45.3452761
滴道,130.8401131,45.35152326
兰岭,130.7126835,45.30308609
柳毛,130.7898477,45.24180091
鸡西,130.9846981,45.31028143
梨树镇,130.6887762,45.08412063
西麻山,130.4863681,45.21940922
麻山,130.4863681,45.21940922
青龙,130.5929116,45.25364956
新家,130.5883149,45.220199
五龙,130.6258661,45.28118431
东佳木斯,130.4445172,46.79470978
申家店,130.664189,46.60323028
四马架,130.6341518,46.78085949
永胜,130.5589479,46.78003983
八虎力,130.6527461,46.34077318
孟家岗,130.6666918,46.42766534
桦南,130.5895034,46.25003117
阎家,130.5304981,46.11481862
莲江口,130.3350442,46.88594143
望江,130.179166,46.86910566
半截河,130.3229823,46.95392343
鹤立,130.2984475,47.05896778
汤原,129.9311635,46.75417794
香兰,129.7646146,46.65865213
兴莲,130.3021783,46.88508845
佳木斯,130.3896952,46.81085466
长发屯,130.4898825,46.74263698
奎山,130.4160997,45.23474493
杨木,130.3488807,45.26701522
林口,130.2767333,45.29858399
宝林,129.9843106,45.03510201
楚山,130.0357182,45.12548452
向阳,130.3076151,47.35712907
虎山,130.6300006,45.57529861
青山,130.5757013,45.4522548
五林,129.7988873,44.82708289
白山乡,123.2845676,47.28722748
鲁河,122.9948497,47.45537901
龙江,123.1916228,47.34058966
黑台,131.6307433,45.415969
连珠山,131.8152518,45.51885282
密山,131.8809707,45.55725495
密山西,131.830202,45.52143306
裴德,131.9122296,45.6440705
兴凯,132.0757028,45.71254494
牡丹江,129.6194109,44.59623665
古城镇,130.3013876,45.36100058
亚河,130.4410506,45.40347031
朱家沟,129.8643423,44.88311399
海浪,129.5623162,44.54663206
卡路屯,129.570062,44.55885834
温春,129.5078975,44.44159804
桦林,129.6814984,44.68381223
爱河,129.7054633,44.58746875
八面通,130.5479398,44.93220706
马桥河,130.5621574,44.68958496
红房子,130.6184716,44.6042661
磨刀石,129.8749975,44.56828401
大观岭,129.9086861,44.57721595
代马沟,130.0256204,44.54703314
穆棱,130.2675588,44.53356789
北林,130.159375,44.52397004
下城子,130.4532189,44.67777259
伊林,130.3600224,44.60628568
拉哈,124.6430231,48.21704285
恒地营,124.9702339,48.56740585
老莱,125.0136873,48.65638421
八方,124.7931476,48.41490476
六合镇,124.7041492,48.35610302
光明,124.6425592,48.28458164
讷河,124.8552734,48.48694622
青水山,124.6230724,48.10963907
团结,124.6227199,48.10958529
鹤山,125.2522919,49.02209164
九三,125.263044,48.88740978
新彦,125.2658617,49.13906778
伊拉哈,125.171058,48.83193467
嫩江,125.2555109,49.18348447
新高峰,125.2890686,49.07489899
东京城,129.231692,44.12392137
兰岗,129.4190176,44.27318484
马莲河,129.2122175,44.02684764
宁安,129.469582,44.36564394
斗沟子,129.2678722,43.94702147
石头,129.3443233,44.18347973
倭肯,130.5370918,46.01073742
杏树,130.5704307,45.92848822
大西,130.5885425,45.84993475
七台河,130.9088073,45.81709663
昂昂溪,123.821155,47.16814746
红旗营,123.9196895,47.12945105
三间房,123.8501076,47.10468894
榆树屯,123.9021094,47.16154037
富拉尔基,123.6525359,47.21668805
虎尔虎拉,123.5563168,47.25283891
高头,124.07869,47.42004697
克东,126.2179496,48.16669335
古城,125.6871254,47.96623759
克山,125.8572232,48.02249573
吉新河,122.8779948,47.64888083
碾子山,122.8900826,47.52128304
大民屯,123.9687245,47.26255382
齐齐哈尔,124.0014228,47.34600489
帽儿山,127.5270319,45.28328278
苇河,128.3867863,44.95860638
亚布力,128.6217697,44.93484019
亚布力南,128.4952915,44.79877005
一面坡,128.0866978,45.06890279
虎峰,128.9747811,44.91998552
开道,128.9065742,44.9375783
尚志,127.9684961,45.21550724
双城堡,126.2991219,45.40225417
兰棱,126.195641,45.22686363
五家,126.3995045,45.55046152
周家,126.6788225,45.46750498
太平镇,130.731234,46.78196266
丰乐镇,130.8817949,46.81738625
福利屯,131.1477343,46.73425449
升昌,131.3811402,46.73253555
笔架山,131.0113379,46.79263406
双鸭山,131.158816,46.65097316
金沙岗,131.2160467,46.74240776
新友谊,131.8281031,46.77815217
红兴隆,131.6084182,46.73777419
九营,131.9599777,46.92619924
绥芬河,131.1642506,44.3985498
兴隆镇,127.1265861,46.44984341
绥化,127.0222425,46.65026779
东津,127.222639,46.74558809
兴福,127.1271049,46.69667494
秦家,127.0162054,46.81025982
沙园,127.017358,46.76456607
四方台,131.3152813,46.67554353
万发屯,127.1346336,46.55048393
张维屯,127.0123923,47.06804205
海伦,127.0006867,47.47276609
东边井,127.1253276,47.42277009
海北,126.883796,47.67550342
扎音河,126.9495044,47.59942165
全胜,127.3263818,46.86058219
龙船,127.3947378,46.88808022
高老,127.6477285,46.94416181
庆安,127.5099775,46.89361124
绥棱,127.0895141,47.25458202
大兴,116.3386746,39.72765366
江桥,123.6967495,46.78386957
平洋,123.548284,46.60455572
汤池,123.7870829,46.99927497
泰来,123.4186147,46.39834809
界山,128.6591556,47.0223411
前进镇,133.131157,47.54985652
安家,127.0743997,45.05805281
背荫河,127.0049888,45.17558493
拉林,126.9034392,45.23660993
牛家,126.7433659,45.3564287
五常,127.1507215,44.92774855
红山,129.0390887,47.99446756
带岭,129.0274029,47.02919508
红星,129.3981235,48.24792345
金山屯,129.4300062,47.42920989
美溪,129.1477327,47.64287594
绿潭,129.3867867,47.12116926
晨明,129.5005578,46.98731212
威岭,129.5683611,46.87110811
浩良河,129.6509065,46.74069508
柳树,129.3431489,47.18059659
松青,129.1258234,47.10287203
南岔,129.2875364,47.14001431
汤旺河,129.5878133,48.46114631
朗乡,128.885132,46.96454272
小白,128.7220456,46.97602173
双丰,127.7736168,46.98573078
桃山,128.192345,46.93697814
神树,128.4342044,46.94904973
圣浪,128.519873,47.00674396
石长,128.330299,46.94270144
铁力,128.0600165,46.98082517
王杨,127.931991,46.97631661
乌伊岭,129.4472022,48.6040044
五星,127.6848941,47.90264785
五营,129.2503049,48.12458512
西林,129.322756,47.49052517
苔青,129.2741593,47.57428803
新青,129.5336256,48.29756404
伊春,128.9336175,47.73473313
友好,128.8554698,47.87026311
双子河,128.8483381,47.83743375
依安,125.2931156,47.88069585
姜家,126.1059254,46.01740684
里木店,126.2227247,45.97356078
尚家,125.8837191,46.13382033
宋,125.6382292,46.22906268
肇东,126.0056356,46.0840207
石磷,130.705398,45.17294694
哈达,121.4107674,45.08865252
得耳布尔,121.0856549,50.99878585
金河,121.5063992,51.34189471
库都尔,121.6366534,50.03349788
岩山,121.2545208,49.71649492
西岭口,121.4906418,48.85507685
嵯岗,118.1059495,49.26301395
沟口,122.0327902,48.68648018
大良,119.4398353,49.18452545
东宫,119.0427752,49.16818635
都伦,118.7560254,49.18596278
陵丘,118.6209528,49.20187776
乌兰丘,119.1993666,49.15245311
莫尔道嘎,120.8166726,51.23973893
索图罕,122.8911861,50.63779631
大雁,120.5587916,49.23816363
阿乌尼,122.0046133,51.95663417
扎罗木得,120.441587,49.22370088
朝中,121.3797935,50.92210718
牛耳河,121.7450809,51.55862743
阿龙山,121.8860192,51.69413629
金林,121.2755478,51.14859102
阿里河,123.7437158,50.5924017
布苏里,123.4412678,50.56711872
大杨树,124.622854,49.76081904
春亭阁,124.4990337,49.79715657
大杨树东,124.6674796,49.71785768
甘河,123.0637213,50.63544239
吉文,123.2224314,50.60045818
克一河,122.5069253,50.66376195
喀喇其,122.0625872,50.70799124
讷尔克气,124.2608662,50.1588278
朝阳村,124.3354434,50.03220499
乌鲁布铁,124.3812238,49.89528624
根河,121.515996,50.78323516
满归,122.0810432,52.04309792
哈达阳,125.2232806,49.30795368
哈力图,125.2009401,49.38292378
红彦,124.9889978,49.51939903
杨木山,124.8933782,49.57095128
达拉滨,124.7959266,49.67164488
汇流河,120.8484268,49.30053212
赫尔洪得,118.4730136,49.20797924
乌固诺尔,119.3341883,49.15967525
哈克,120.0894294,49.19807585
海拉尔,119.74712,49.23503712
石门子,121.5860235,48.55279848
原林,121.4021465,49.89264851
岭南,121.7923476,50.21753402
图里河,121.6809119,50.48986822
伊图里河,121.5592692,50.63440055
岭北,121.7674249,50.31365615
乌尔旗汗,121.3981806,49.5776613
煤田,121.326216,49.48554995
牧原,121.1405247,49.41501583
东壕,117.6558672,49.50717553
胪滨,117.5535201,49.55548462
满洲里,117.4569304,49.59055304
扎赉诺尔,117.775782,49.45018138
扎赉诺尔西,117.7013826,49.47822688
湖北,117.8710946,49.39004639
皇德,118.3297435,49.23922926
巴林,122.3393445,48.32209578
喇嘛山,122.2675583,48.39269191
雅鲁,122.1504891,48.55630547
北头河,121.1346217,49.0349251
博克图,121.9223405,48.75998403
新绰源,121.3201898,48.30547248
哈拉沟,121.3587457,48.83339987
免渡河,121.0736282,49.10553406
沙力,121.8261211,48.77543959
塔尔气,121.2012388,47.99247254
乌奴耳,121.25542,48.8792242
小北,120.9648303,49.17892566
新帐房,121.8266764,50.14633524
兴安岭,121.6787341,48.82712585
大其拉哈,121.7620759,50.70243167
牙克石,120.7442422,49.28514949
忠工屯,121.7663589,48.62910466
成吉思汗,122.8457635,47.75414482
高台子,122.8084771,47.94267277
哈拉苏,122.4343236,48.12272137
南木,122.3730055,48.18490143
扎兰屯,122.7501346,48.02334308
卧牛河,122.6988847,48.08665719
西里,112.0834477,43.56079335
齐哈日格图,112.3641965,43.2400059
赛乌苏,112.1494047,43.48284594
查干特格,112.2499513,43.38351837
夏拉哈马,112.401294,43.18598267
民族,112.1048754,40.90187286
陶卜齐,112.04784,40.89363732
乌兰胡同,109.874895,41.61640391
包头东,110.0311654,40.57660052
老羊壕,109.848287,41.3997627
额济纳,101.0408282,41.90462529
本井,105.9169507,39.40984543
黑沙土,106.3872922,39.46874344
巴彦高勒,107.0277043,40.33875497
头道桥,107.1520833,40.5954206
临河,107.4355238,40.74963368
白彦花,109.302769,40.63386957
乌拉山,108.784891,40.66312923
乌拉特前旗,108.6571054,40.71891141
公庙子,108.9712088,40.63066686
四分滩,107.7189658,40.87664815
包头,109.8423295,40.61247529
白云鄂博,109.9645713,41.77902066
东兴,110.2015777,40.5635867
公积坂,110.373195,40.56459993
西斗铺,109.8034749,41.22804995
坝梁,109.7777384,41.09721668
艾不盖,109.8737928,41.54338904
瓦窑坝,109.8129286,40.74707513
哈业胡同,109.4495626,40.63207339
美岱召,110.7518557,40.58965131
萨拉齐,110.5380364,40.57046543
沙日乃,120.5671062,43.68117226
道德,120.4313979,43.71724357
准沙日乌苏,120.8432785,43.6677644
八家子,129.1466737,42.67378323
福兴地,120.1982439,43.75753183
查布嘎,120.0823329,43.86974033
西沟,97.97588805,39.6754095
宝木吐,118.7827492,43.64373992
大板,118.6526557,43.53700106
平顶庙,118.4229621,43.60010623
查干哈达,119.3052323,43.7842702
达日其嘎,119.2678491,43.84756225
林东,119.4193841,43.94060116
衙门庙,119.5479893,43.9323645
公主埂,116.7244177,42.93315423
好鲁库,116.8098288,42.99704061
北井子,116.9205485,43.03537704
经棚,117.5441812,43.27917833
马架子,117.3585185,43.23542565
汗苏鲁,117.0502603,43.07659257
下坑子,117.5758147,43.32896896
上店,117.6439168,43.39195114
嘎拉德斯汰,117.7560198,43.47699214
六地沟,117.712943,43.43411933
宇宙地,117.8715472,43.55660218
温都和硕,118.3175044,43.60955029
林西,118.0877568,43.59980415
杭锦旗,107.0432815,40.27518237
东胜西,109.8836063,39.7303234
毕克齐,111.2861339,40.72805237
察素齐,111.1327793,40.71109704
哲里木,122.2070567,43.64005448
金家店,121.5702066,43.66075752
开鲁,121.2913503,43.63842491
福巨,121.8877904,43.64257121
陶思浩,110.9390425,40.66502319
乌海北,106.7860251,39.80663918
黄白茨,106.7800765,39.54916429
明安,109.815597,40.86180254
高家村,109.803995,40.98755637
丰镇,113.1701947,40.44110989
七苏木,113.1991927,41.08527997
白音察干,113.1918567,41.46132164
宝拉格,113.1548571,41.70865732
土牧尔台,113.1521332,41.85668178
阿贵图,113.1481398,41.7897037
芦家村,113.2101833,41.38814124
乌兰哈达,113.19575,41.6399899
土贵乌拉,113.2122709,40.79160231
红砂坝,113.2188886,40.68896289
新安庄,113.2374852,40.53722013
大陆号,113.2907439,41.21260272
乌兰哈达,113.19575,41.6399899
保健,113.1142089,41.03681454
兴和,113.8225457,40.85672783
苏集,113.1203347,40.90577968
石门村,109.7957998,41.04437627
营盘湾,109.799323,40.93100526
集宁南,113.1064487,41.03711445
兴和西,113.8197518,40.85571918
旗下营,112.1597305,40.98334344
卓资山,112.568322,40.90836306
八苏木,112.8549559,40.95853039
福生庄,112.4689578,40.97390778
姑家堡,112.6272019,40.92600093
马盖图,112.7125115,40.91272158
三道营,112.3025386,40.99889822
十八台,112.8250506,40.91064224
卓资东,112.6261096,40.9301787
朱日和,112.9065045,42.40325519
巴彦郭勒,112.9900489,42.19424188
白银哈尔,113.0287059,42.12491641
德日斯图,112.9514155,42.34742086
乌兰花,113.1082446,42.00658302
赛汉塔拉,112.6668957,42.75405106
查干芒和,115.4699359,42.4739593
贺日斯台,116.1981095,42.79025815
牙拉盖图,115.8327055,42.63163533
桑根达来,115.9516325,42.68863252
朝格温多尔,115.005928,42.22113292
道仑郭勒,115.2220054,42.35869141
西胡尔清,115.1633554,42.27604703
正镶白旗,115.0474575,42.28705995
锡林浩特,116.0334234,43.92537845
碱柜,106.7684311,39.94661615
孤山,113.3379415,40.23284284
堡子湾,113.2867983,40.3568296
锡林呼都嘎,112.7934308,42.57960259
郭尔奔敖包,112.4778279,43.06538654
楚鲁图,112.6082176,42.85179893
星耀,114.9035494,42.21623676
台前,115.8698571,35.97020258
博兴,118.1490213,37.14211828
曹县,115.5882856,34.83214574
平原,116.4461819,37.17655938
晏城,116.76489,36.80938951
禹城,116.6402608,36.92982989
定陶,115.6019582,35.07091736
东营,118.478862,37.46155562
费县,117.985894,35.28407735
高密,119.7742317,36.39873738
海阳,121.0037635,37.08683344
菏泽,115.5132491,35.23672597
蓝村,120.1903196,36.40198704
济南西,116.8982263,36.67470433
济南,116.9974535,36.67671802
济南东,117.0361065,36.6868321
济宁,116.6074519,35.39841285
嘉祥,116.3648131,35.39870821
胶州北,120.0620463,36.40202071
胶州,120.0056493,36.30399826
莒南,118.8537051,35.18882896
莒县,118.8468824,35.65739251
巨野,116.0941157,35.38569121
鄄城,115.6766279,35.42890997
莱芜东,117.7003423,36.23537396
蔺家楼,117.5755628,36.25226533
司家岭,117.4752356,36.23830087
莱芜西,117.655152,36.25036642
莱西,120.5244118,36.81578127
莱阳,120.7168549,36.93450608
梁山,115.9440932,35.82533229
聊城,115.9506024,36.46308469
临清,115.744415,36.8483278
临沂北,118.4499289,35.12313659
临沂,118.3504794,35.04281615
平邑,117.6498633,35.52250674
青岛,120.3189288,36.07075992
青州市,118.5103637,36.77730592
曲阜,117.0368664,35.58913183
曲阜东,117.0754355,35.56191191
日照,119.5392171,35.40980994
泰安,117.1173573,36.19270201
泗水,117.2681874,35.64224122
范镇,117.4026987,36.22384512
磁窑,117.11283,35.90711518
泰山,117.1173573,36.19270201
燕家庄,117.282344,36.1999369
上高镇,117.1834705,36.18241433
郯城,118.3831951,34.60847936
滕州,117.1606201,35.08636048
滕州东,117.2641382,35.0958316
乳山,121.513533,37.00316841
威海,122.1509449,37.43282054
文登,121.9977168,37.18583054
昌乐,118.8455265,36.71656394
潍坊,119.1050138,36.70319829
五莲,119.213948,35.81095968
桃村,121.1485434,37.19466262
烟台,121.3893737,37.55444989
兖州,116.8475269,35.56129204
阳谷,115.8152577,36.1078496
沂南,118.6261351,35.49352603
沂水,118.7336284,35.64978972
郓城,115.9081132,35.60760485
枣庄,117.3129767,34.78553094
枣庄西,117.2614837,34.79854701
章丘,117.5059425,36.72805181
诸城,119.3967297,36.06877636
南博山,117.9668116,36.36404696
源迁,118.0596603,36.43935302
刘征,118.2119212,36.70395539
临淄,118.2976233,36.81005148
南仇,118.2606866,36.75378141
淄博,118.0635775,36.7956267
北牟,118.1119939,36.51641601
西桐古,118.154007,36.56837926
黑旺,118.2089022,36.63082223
邹城,116.9648391,35.406609
柏果,104.5098631,26.0070032
盘关,104.5150833,25.90238116
平田,104.5126293,25.84145894
红果,104.4721745,25.72082097
沙沱,104.4500844,25.72652108
上西铺,104.4801723,25.6865579
平关,104.3544722,25.65832373
雨格,104.6750634,26.10368942
鲁番,104.5409415,25.62698346
威箐,104.5638002,25.5434162
小雨谷,104.6138026,25.47751181
白鸡坡,104.8134392,26.44389124
都格,104.7043285,26.36414821
发耳,104.8182148,26.32336674
玉舍,104.8207957,26.47563971
营街,104.7981057,26.30486679
茅草坪,104.7537418,26.23665356
三家寨,104.675693,26.09927596
瓦窑田,104.6573904,25.38803761
月亮田,104.5056387,25.9312556
松河,104.6358235,26.04369576
花家庄,104.489251,25.79097829
威舍,104.7560584,25.29056156
新坪田,104.693836,25.32560789
岔江,104.668415,25.06780758
革居,104.7056868,25.11613717
花棚子,101.9197665,26.2642063
拉鲊,101.9353221,26.37796513
迤资,101.8739276,26.46346654
师庄,101.843672,26.10728246
新江,101.8436229,26.16567324
楚雄,101.5511266,25.05689162
广通北,101.7638923,25.17037339
阿南庄,101.829808,25.45408997
龙骨甸,101.7833591,25.41643082
黑井,101.7485351,25.3540809
禄丰南,102.0703751,25.12698882
甸心,101.726539,25.32247532
龙塘坝,101.7065181,25.25364397
小村,101.853319,25.49000424
羊臼河,101.8392416,25.5035585
黄瓜园,101.8700153,25.82983509
大湾子,101.8279705,26.00817991
红江,101.8725121,25.91133899
小月旧,101.8399093,25.59857386
尹地,101.8364899,25.64288147
元谋,101.8489073,25.74465707
鹤庆,100.2227255,26.56223079
祥云,100.5522651,25.47629769
车转湾,104.1590133,25.69872874
建水,102.8792939,23.66365256
昆明,102.7283354,25.02160539
广南卫,102.9081637,24.93103954
七甸,102.9869592,24.93679104
王家营西,102.8319155,24.92405086
金马村,102.8483013,25.02552236
昆阳,102.6149916,24.66891422
羊堡,102.8133361,24.97354703
茂舍祖,103.4241567,24.86317456
石林,103.3360286,24.86870052
石林南,103.4338682,24.76024452
西街口,103.52624,24.83788315
宜耐,103.6055013,24.84651636
昆明西,102.6529484,25.03420168
小哨,102.9987644,25.16844358
班猫箐,103.2173189,24.93852934
宜良北,103.1968199,24.98951944
乐善村,103.1615307,25.03324297
施家嘴,103.003389,24.96113553
永丰营,103.0756486,24.98042602
丽江,100.2586884,26.81708277
照福铺,103.374779,25.41764308
蒙自北,103.3273726,23.47054639
弥渡,100.4297468,25.49492303
南华,101.2962869,25.21758278
大田边,104.7229285,25.21787078
羊尾哨,104.2420886,25.69616646
富源,104.2768299,25.68783697
曲靖,103.7988853,25.53252357
陆良,103.7038314,24.85246536
江所田,104.4927325,24.98245919
芦沟,104.3895011,24.95446971
罗平,104.322072,24.9141504
小得江,104.594943,25.04896423
羊者窝,104.2814545,24.85193234
马龙,103.629049,25.49158271
吴官田,103.540813,25.49085673
师宗,104.0252888,24.83178992
新安,104.0488939,24.82207208
秧草地,103.8435361,24.82628347
长坡岭,103.9517005,24.84417692
中寨,104.2634612,24.81250439
白水镇,104.0225612,25.66610878
平河口,103.9349796,25.67573864
小新街,103.2304605,25.31476911
杨林,103.0926511,25.2423501
大理,100.2562088,25.59521885
长冲,100.9634051,25.35935582
沐滂,100.7773355,25.40552214
宣威,104.1255083,26.21485724
大苴,101.1090645,25.34462814
姚安,101.0709014,25.37164408
玉溪,102.53351,24.35821732
通海,102.6754538,24.12250094
白沙坡,103.8743637,25.6636798
红砂岘,104.0703853,36.61421983
白银西,104.1057983,36.55578503
白银市,104.1764237,36.56309892
长城,104.1187927,37.29658322
景泰,104.0623428,37.20060302
兴泉堡,104.0136006,37.12080227
红岘台,104.1068711,36.81225542
东湾,104.7521223,36.65715304
靖远西,104.7389079,36.75489548
吴家川,104.5411796,36.66253349
靖远,104.6592731,36.56624027
长征,104.8547126,36.72903762
定西,104.6316565,35.59784915
通安驿,104.6939005,35.30283837
陇西,104.7117616,34.95805965
云田乡,104.7228636,35.1179098
敦煌,94.7923428,40.17415559
低窝铺,97.25018558,40.14793617
古浪,102.9242395,37.48580643
瓜州,95.77996949,40.57336449
疏勒河,96.87644953,40.4357766
嘉峪关,98.26089843,39.77090402
绿化,98.25686737,39.8077747
桥西,98.17305434,39.74585291
芨岭,101.7947502,38.53711569
金昌,102.0704923,38.37735069
玉石,101.8980463,38.47708923
柳沟,96.44431636,40.6851615
桥湾,96.64857594,40.57166448
酒泉,98.458149,39.65171475
清水,99.05095887,39.36276365
兰州,103.8576768,36.04118877
兰州东,103.8990223,36.03584763
皋兰,103.9498106,36.34313516
朱家窑,104.0051665,36.50258997
丰水村,103.9922937,36.46642523
水源,103.8862096,36.14663558
邵家堂,103.8738632,36.18118176
水车湾,102.9615803,36.29625588
花庄,103.1715436,36.1961234
张家祠,103.287102,36.16664196
兰州西,103.7591595,36.07461705
陈官营,103.6606933,36.09692535
坡底下,103.5217334,36.14322127
河口南,103.4628913,36.1696451
西固城,103.6038024,36.11429533
龙泉寺,103.3948137,36.49092463
永登,103.2799752,36.72637574
甘草店,104.2970722,35.80010214
骆驼巷,104.0548558,36.03271437
李家坪,104.4800671,35.71578619
王家湾,104.2590348,35.84928416
桑园子,103.9830342,36.06128347
夏官营,104.1859313,35.9593439
许家台,104.2179167,35.91344374
崇信,106.8996717,35.31743074
平凉,106.7142447,35.55639887
庙庄,106.8443508,35.43957355
平凉南,106.8335192,35.4889374
新李,106.6005003,35.61369211
山丹,101.0810961,38.8184821
镜铁山,97.95582209,39.32505648
磐安镇,105.1218865,34.76840212
甘谷,105.3384954,34.7686485
南河川,105.7727009,34.62960009
三阳川,105.7139196,34.67124991
渭南镇,105.6439695,34.6943307
新阳镇,105.533932,34.69870092
天水,105.9047409,34.57169869
洛门,105.0390309,34.76551828
贺家店,104.8411032,34.75987734
武山,104.9256686,34.72703047
鸳鸯镇,104.7880005,34.80531434
黑冲滩,103.3491566,37.64831314
石峡子,103.4659373,37.62049562
谭家井,103.5988126,37.59663555
龙沟,102.9139331,37.32983674
园墩,102.9808309,37.72668482
土门子,103.0846839,37.6633307
黄羊镇,102.8626753,37.67844058
上腰墩,102.8395212,37.77924827
武威,102.6303861,37.90982946
武威南,102.7440965,37.8212611
打柴沟,103.00557,37.09582835
天祝,102.8492109,37.27253582
玉门,97.05104104,40.27879546
张掖,100.525702,38.97949441
平原堡,100.3751893,39.0843063
高台,99.79590685,39.27586237
许三湾,99.41703195,39.32253402
临泽,100.1664935,39.16278918
狼尾山,98.04468017,39.62897345
庆阳山,104.0117452,37.59720746
岳家井,104.2894755,37.58770972
六盘山,106.2982753,35.71234902
三关口,106.3868838,35.68153683
彭阳,106.2941912,35.81788884
固原,106.3118505,36.02719884
沈家河,106.2756174,36.1260666
二营,106.2544062,36.1901648
三营,106.1553125,36.29719864
灵武,106.3739243,38.16407728
青铜峡,105.9385143,37.92469044
大坝,105.9406422,38.03073279
白芨沟,106.1476117,39.12537323
大武口,106.4283272,38.92284502
汝箕沟,106.117333,39.07338791
石嘴山,106.4283272,38.92284502
平罗,106.4283272,38.92284502
惠农,106.7338988,39.26795092
红寺堡,106.0714723,37.45516412
太阳山,106.5752486,37.45825872
同心,105.9327764,37.00034001
艾家村,105.7723739,37.1812878
石坝,105.8148434,37.10514228
王团庄,106.0100304,36.87371601
盐池,107.3549747,37.74035964
暖泉,106.2808005,38.746603
银川,106.1811303,38.49835688
黄羊滩,106.0252523,38.26672059
长农,105.7007518,37.27803361
中宁南,105.623416,37.34114695
大战场,105.5403293,37.43735217
土桥子,106.0338994,36.80291251
韩府湾,106.1488963,36.57579928
李旺,106.1101885,36.67011323
七营,106.1511891,36.50805845
褚家湾,106.1238898,36.37254432
沙坡头,105.0108266,37.47272455
迎水桥,105.0874766,37.51201031
营盘水,104.3311963,37.45161115
宣和,105.4476331,37.48450961
干塘,104.5236346,37.46342831
中宁,105.673595,37.56170596
中宁东,105.7088769,37.45572721
中卫,105.1967574,37.52790086
定边,107.5839024,37.56834108
福安,119.7237155,26.84038343
福鼎,120.1960735,27.2883882
太姥山,120.2309156,27.13319359
福清,119.3910036,25.68151651
福州南,119.3971327,25.99185529
福州,119.3265624,26.11982665
古田,118.6301792,26.43491553
光泽,117.3581231,27.55610197
华安,117.5412126,25.00834816
建宁县北,116.877675,26.92163595
建瓯,118.3006088,27.02974477
建阳,118.1196818,27.36027888
将乐,117.4864391,26.70217042
晋江,118.4653438,24.80062087
连江,119.5735558,26.20011973
冠豸山,116.685921,25.53022951
上杭,116.7444616,25.18844427
龙岩,117.0129122,25.10160431
苏坂,117.2866304,25.31781934
坂尾,117.1999238,25.27613151
雁石,117.1593388,25.25456163
永定,116.7503925,24.74055405
长汀,116.3508295,25.83536734
罗源,119.5831314,26.46171128
闽清,118.9139016,26.21879426
龙山镇,117.3691933,24.69770352
南平,118.1841905,26.62867993
来舟,117.9934377,26.63157158
南平南,118.2211421,26.63258783
宁德,119.5902183,26.67530574
涵江,119.1822753,25.49743391
莆田,119.0692757,25.35648801
泉州,118.5734574,24.97887981
感德,117.8522046,25.30762841
福德,117.7695025,25.28454533
小舟,117.7136793,25.2981233
格口,117.661638,25.28940878
三明北,117.8132354,26.38205752
三明,117.6139757,26.24630682
厦门北,118.0805353,24.64265118
厦门,118.1225949,24.47395893
邵武,117.4877124,27.35595975
顺昌,117.8228531,26.80578345
泰宁,117.1598648,26.93253572
武夷山,118.0366094,27.73627335
霞浦,120.0392372,26.91569996
永安,117.3849206,25.98049642
永泰,118.9402006,25.85384936
尤溪,118.1481325,26.173371
云霄,117.3681907,23.89750824
大深,117.6081326,25.25612773
麦园,117.5015945,25.59474269
漳平,117.4258556,25.31249832
漳浦,117.5693813,24.10209486
漳州,117.7224291,24.46338281
漳州东,117.7511869,24.57073379
南靖,117.4557121,24.5848216
诏安,117.1053059,23.7782777
角美,117.8865735,24.53321208
安仁,113.2634962,26.77454917
茶陵,113.5562449,26.81626895
茶陵南,113.5313218,26.74362456
醴陵,113.5187023,27.67588759
炎陵,113.7902503,26.5062328
攸县,113.3477753,26.8489706
湖口,116.2911997,29.73534051
九江,116.0122543,29.71100469
德安,115.7740445,29.31532
定南,115.0118803,24.78056943
东乡,116.6326144,28.23393091
分宜,114.670074,27.81180773
丰城南,115.7737004,28.08061351
丰城,115.797031,28.18897148
抚州,116.360553,27.92615243
江边村,113.1199007,27.65756023
赣州,114.9709611,25.82482479
共青城,115.7812189,29.248609
横峰,117.6088903,28.41997978
西江,115.7917651,25.83322942
吉安,115.0276377,27.11090796
峡江,115.3423147,27.60455972
进贤,116.2526963,28.36097344
龙市,113.9746554,26.72563451
井冈山,114.3037284,26.734121
鲇鱼山,117.1156681,29.2105664
景德镇,117.2283707,29.29119463
庐山,115.8883903,29.60401889
甘棠,117.1040233,28.85306324
塔前,117.0996482,29.05379856
乐平市,117.1215368,28.97197403
龙南,114.8840834,24.92550812
南昌,115.9255942,28.66836716
南昌西,115.7990731,28.62877887
横岗,115.9519739,28.5111566
莲塘,115.9484743,28.55805889
